id,payor,payee,amount
83922,Ian Shiver,Thomas Melito,7.5
83923,Inez Pam,Sharon Greene,12.0
83924,Walter Keller,Frank Mercedes,4.5
83925,Thelma Coryell,Mary Thompson,2.1
83926,Allison Washington,Thomas Seay,8.3
83927,Ruth Quezada,Kevin Dotter,0.6
83928,Tracy Ramirez,Mary Lebeau,266.6
83929,Mike Jamison,Alice Pickup,0.2
83930,Robert Goan,Maria Reny,0.7
83931,Tanya Henderson,Carla Basham,5.3
83932,Rita Conway,Tressa Conde,8.2
83933,Alex Ponce,Tim Zorn,126.4
83934,Francis Lilly,Nancy Longoria,8.7
83935,Kevin Dotter,Susan Tupper,2.1
83936,Stephan Santamaria,Paul Jefferson,0.1
83937,Dionna Gough,Rachel Mula,2.4
83938,Teresa Milne,Richard Boudreau,0.3
83939,David Hendrickson,Troy Cervantes,1.0
83940,Robert Grissom,Bruce Green,32.2
83941,Alvin Runk,Darrel Whitmer,1.6
83942,Susan Perez,Tammy Clement,3.2
83943,Mable Gooch,Richard Boudreau,2.2
83944,Edward Schaffer,Adam Samaroo,0.1
83945,Troy Gowen,Thomas Whitney,17.7
83946,Jesus Klein,Mable Gooch,37.911
83947,Jean Williams,Harry Sutton,12.5
83948,Vi Seawright,Deborah Floyd,0.1
83949,Sonia Snedegar,Raymond Walker,18.6
83950,Maurice Schoenthal,Jimmy Corcoran,175.5
83951,Kathy Spalding,Dennis Anderson,83.22
83952,Jose Janelle,Christian Parker,6.1
83953,Derek Fisher,Bernice Galvan,4.9
83954,Robert Madonia,William Szymanski,6.3
83955,Oscar Sheets,Douglas Davis,0.4
83956,Peggy Kurtz,Sherri Culpepper,8.4
83957,Eva Taylor,David Hunter,97.9
83958,Denise Ellis,William Smolen,3.9
83959,June Smith,Donna Sommer,0.5
83960,Barbara Thompson,Lonnie Conley,6.8
83961,Susan Gransberry,Sandra Martin,2.1
83962,Wanda Jones,James Duran,0.3
83963,Ashley Cook,Richard Oliver,1.6
83964,Josephine Dodson,Walter Keller,7.1
83965,Sally Santiago,Marilyn Timlin,0.2
83966,Devon Laster,Devon Laster,1.4
83967,Jose Janelle,Peggy Duffy,1.2
83968,Bennie Diaz,David Eike,43.9
83969,Amanda Harr,Raymond Samuel,7.5
83970,Michael Wilkinson,Craig Mann,1.7
83971,Harold Levan,Samantha Mellerson,0.2
83972,Louise Kocher,Beverly Beebe,0.1
83973,Mable Moldenhauer,Paul Burke,1.2
83974,Martha Hubbard,Frederick Randolph,10.9
83975,Stephen Nettles,Alicia Martin,9.5
83976,Eula Blasko,Maria Reny,0.7
83977,Mable Moldenhauer,Tanya Duffy,73.0
83978,James Casarez,James Simms,0.5
83979,James Bailey,Keith Krok,9.1
83980,Jeffery Turner,Jose Smith,2.3
83981,Joel Meadows,Kurt Vagliardo,67.277
83982,Lucy Jeffcoat,Joseph Lopez,0.6
83983,Juan Lampkin,Terry Smith,0.1
83984,Melissa Batters,David Kelley,2.8
83985,Sharon Greene,Marilyn Timlin,6.4
83986,Charlene Woody,Lyman Leiby,207.1
83987,April Broten,Jeffrey Taylor,1.2
83988,Dale Stradley,Mabel Ray,4.8
83989,Paula Lagarde,Juan Mckenna,0.0
83990,Kimberly Stone,Kent Vincent,0.1
83991,Morgan Rowland,Angela Campbell,0.1
83992,Angel Lamontagne,Gilbert Puryear,9.2
83993,William Duarte,Cesar Jones,32.0
83994,Carol Spachtholz,Shawn Butler,0.1
83995,Sarah Clark,Aldo Boggs,9.9
83996,Nia Green,Angela Thomas,58.4
83997,Margaret Massey,Carlos Fields,53.495000000000005
83998,Amy Salvador,Walter Elkins,12.2
83999,Dale Taylor,Randall Lopez,2.0
84000,Felipe Lowrance,Ed Saenz,9.8
84001,Nick Leiva,Maria Schappert,3.2
84002,Maria Mitchell,Marguerite Roe,25.264
84003,Eula Blasko,Beatrice Carey,1.6
84004,Kimberly Coston,Lucrecia Ellis,3.9
84005,Mario Haman,Eva Taylor,30.9
84006,Sharon Greene,Carl Sollars,0.3
84007,Erin Evans,Lisa Rodriguez,39.951
84008,June Davis,Cory Whitney,2.4
84009,Marguerite Carver,Shirley Mccombs,3.9
84010,Ryan Walter,Leroy Stovall,5.4
84011,Adam Samaroo,Amber Buchanan,15.5
84012,Marguerite Roe,David Haage,2.1
84013,Darrel Whitmer,Susan Mcgraw,5.5
84014,Rebecca Sheneman,Kitty Cleek,9.2
84015,Loretta Bond,Jo Patterson,1.5
84016,David Kelley,Larry Greenblatt,2.8
84017,Anna Austin,Billy Mercado,6.8
84018,Alexandra Morgan,Robert Goan,14.1
84019,Robert Whetstine,Melanie Ellison,9.4
84020,Gabriel Rodney,William Young,7.1
84021,Donna Stallings,Ronda Pollitt,0.9
84022,Tina Sheridan,Maria Reny,373.5
84023,Rebecca Sheneman,Shirley Mccombs,0.2
84024,Jennifer Caldon,Margaret Matsuda,0.4
84025,Suzette Marston,Cesar Jones,3.1
84026,Rita Wilson,Milagros Burroughs,0.1
84027,Delana Adkins,Michael Crouse,0.8
84028,Gerardo Heenan,Vincent Mooney,1.8
84029,John Herman,Teresa Anderson,117.0
84030,Ahmad Stickney,Elizabeth Brown,106.9
84031,Grace Williams,Ernestine Welsh,3.9
84032,Debra Segura,Nancy Denton,1.6
84033,Annette Pacheo,Beverly Beebe,7.3
84034,Nancy Denton,Susan Walker,3.5
84035,Lily Bergeson,Wyatt Wedel,3.0
84036,Nancy Longoria,Leslie Lai,3.2
84037,Alice Pickup,Terri Carson,0.1
84038,Melinda Scott,Christian Fannell,6.1
84039,Jeffery Turner,Lou Price,31.5
84040,Sam Bryant,Cory Whitney,4.5
84041,Tracy Gagnon,Rodrigo Jones,19.5
84042,Carl Anderson,Marilyn Timlin,56.0
84043,Mary Huro,Colene Edelman,333.7
84044,Angela Campbell,Royal Lyall,1.7
84045,Reginald Whitrock,Jason Goodrich,16.0
84046,Reginald Whitrock,Rachel Mula,1.2
84047,Cassandra Fuhrman,Paula Cook,0.1
84048,Dalia Whitaker,Derek Herrera,0.1
84049,Leroy Stovall,Michael Rutledge,40.702
84050,Richard Bolling,Carl Sollars,41.5
84051,David Eike,Theresa Lopez,6.6
84052,Donna Goodwin,Quintin Fields,0.0
84053,Naomi Felder,Mary Wilson,5.9
84054,Marvin Reitmeier,Emily Seneca,13.5
84055,Mark Deubner,John Fahey,5.4
84056,Amber Hicks,Joseph Green,11.9
84057,Sergio Rowland,Amos Wohlenhaus,3.9
84058,Terry Lizarraga,Velma Anthony,25.5
84059,Amanda Levings,David Cross,291.6
84060,Johnny Atwood,Jeffrey Taylor,3.7
84061,Maria Reny,Rene Collins,382.5
84062,Rita Thornton,Jose Pao,10.3
84063,Johnathan Clark,Marguerite Roe,6.6
84064,Marc Pinter,Jeremiah Kopacz,1.9
84065,Lawrence Rabb,John Fahey,73.7
84066,Donald Irwin,Belinda Jones,19.112000000000002
84067,Kimberly Stone,Craig Mann,568.1
84068,Alvin Lawrence,Alisa Harbach,20.4
84069,David Cross,Anthony Dube,0.6
84070,Hobert Ventura,Michael Fuller,2.4
84071,Steven Cassem,Dwayne Shafer,26.8
84072,Joseph Flint,Viola Ake,1.0
84073,Anastasia Proctor,William Smolen,2.1
84074,Loretta Bond,Robin Shelton,74.0
84075,Lai Gardner,John Marquez,1.5
84076,Walter Cathey,Angel Lamontagne,3.0
84077,Kristin Hodges,Patricia Huey,101.2
84078,Adam Samaroo,Kitty Cleek,9.7
84079,Joan Joyce,Rodrick Moore,26.4
84080,Alicia Martin,Ada Mervis,6.0
84081,Walter Cathey,Anna Mcfarling,2.7
84082,Randal Sullivan,Michael Stickfort,1.9
84083,Tammy Spiess,Shawn Butler,25.5
84084,Jonelle Cain,David Martinez,3.3
84085,Fredrick Escobar,Suzette Marston,2.3
84086,Cindy Mooney,Teresa Erdmann,0.1
84087,Jennifer Sharp,Faye Obrien,1.3
84088,Lena Patterson,Anthony Dube,331.2
84089,Mary Garcia,Mary Keister,9.4
84090,Reginald Whitrock,Evelyn Vargas,1.1
84091,Willie Webster,Edward Johnson,17.2
84092,Elaine Caple,Jean Williams,991.3
84093,Donna Stallings,Kathleen Carter,2.3
84094,Joseph Tillery,Thomas Melito,0.2
84095,Michael Elkin,Tammy Clement,2.3
84096,Tatiana Patterson,Susana Abney,9.4
84097,Elizabeth Peng,Jimmy Winfrey,108.2
84098,Marilyn Larkin,Joseph Alfaro,0.1
84099,Sandra Fisher,Helen Castrejon,8.8
84100,Donna Stallings,Emily Seneca,298.5
84101,Leora Warmack,Annie Ammons,0.2
84102,Willie Rappa,Daryl Austin,1.0
84103,Stephanie Flowers,Adam Crum,2.7
84104,Tammy Spiess,Mark Bucher,8.8
84105,Rita Wilson,Emmett Anderson,697.4
84106,Alice Butler,Seema Jensen,7.3
84107,Dorthy Kirtner,Vincent Newport,8.9
84108,Lee Morse,Quintin Fields,9.3
84109,Darren Feliciano,James March,3.9
84110,Derrick Tripp,David Weisner,313.6
84111,Mary Clark,Eric Chou,9.8
84112,Alexander Flynn,Adam Samaroo,29.9
84113,Michael Elkin,Mary Keister,0.1
84114,Amos Haak,Patricia Pierre,224.8
84115,Joseph Tillery,Margaret Quintero,366.6
84116,Avis Craft,Thomas Melito,7.2
84117,Jeffrey Lewis,Janine Condon,7.1
84118,Jimmy Lopez,Francisco Nguyen,24.153
84119,June Smith,Mary Wilson,0.3
84120,Donna Goodwin,Charles Cody,47.0
84121,Marc Pinter,Cristobal Harris,597.4
84122,Peter Route,Michael Kilman,4.8
84123,Wyatt Wedel,Audrey Kuck,16.3
84124,Stacey Mcdonald,Gracie Johnson,9.5
84125,Jennifer Farrar,David Weisner,2.1
84126,Kenneth Ballance,Odelia Dent,1.7
84127,Barbara Kennedy,Jaime Becerra,15.7
84128,Anthony Barajas,Kimberly Pino,3.8
84129,Kathy Pendergraph,Anna Hall,61.2
84130,Allen Wyse,Alfred Doran,1.3
84131,Reginald Eatmon,Joseph Tyler,242.1
84132,Ann Donaldson,Teresa Anderson,0.4
84133,Brenda Houck,Michael Fuller,0.6
84134,Daniel Bivins,Mary James,0.3
84135,Randy Layne,Joan Bailey,17.092
84136,Vincent Newport,Walter Cathey,2.9
84137,Ida Kimbrough,Michael Peterson,14.8
84138,Ronald Turnbull,Helen Gage,0.6
84139,Don Reed,Richard Ortiz,0.3
84140,Gary Weston,Roger Boehle,5.1
84141,Keli Opie,James Green,2.1
84142,Rafael Camargo,Maria Mitchell,5.2
84143,Patricia Huang,Mary Martin,1.1
84144,Thomas Seay,Shannon Cox,2.8
84145,David Allen,Juan Bowen,0.3
84146,Kenneth Ballance,James Simms,8.9
84147,David Shelpman,Reginald Whitrock,5.8
84148,Kirk Davey,Michael Kilman,8.6
84149,Donald Irwin,Isaac Helmes,31.7
84150,Laura Olson,Susan Gransberry,0.9
84151,Joshua Morris,Jerry Upchurch,3.1
84152,Robert Whetstine,Mike Jamison,4.1
84153,Michael Jones,Courtney Craig,0.5
84154,James Schwab,Diane Hilliard,1.0
84155,Bobby Cole,Michael Kilman,7.9
84156,Naomi Felder,Elizabeth Mcguffee,674.1
84157,Michele Cannon,Maria Schappert,416.2
84158,Michael Rutledge,Steven Hilyer,1.0
84159,Rita Snider,Denise Ellis,1.8
84160,Sally Oneill,Pamela Stewart,29.8
84161,Ashley Cook,Daryl Austin,1.6
84162,Ruthann Tarrant,Paul Kirkland,246.1
84163,Lonnie Conley,Michael Harris,27.0
84164,Derek Herrera,Stephen Faust,0.5
84165,Helen Silmon,Jill Ferguson,1.5
84166,Timothy Peterson,Michael Peterson,6.8
84167,Laura Gonzales,Leslie Lai,20.2
84168,David Goldberger,Dale Stradley,5.8
84169,Sandra Wagaman,Rafael Camargo,74.943
84170,Darrel Whitmer,Ramona Hansen,1.4
84171,James Sherrod,Kathleen Carter,8.7
84172,Herman Rodriguez,April Murry,1.8
84173,Ethel Stehle,Gwen Young,6.9
84174,Steve Ferrante,Emilia Price,434.5
84175,Peggy Duffy,Diane Watts,8.1
84176,Gretta Rios,Faye Obrien,7.7
84177,Wallace Wison,John Anderson,96.78999999999999
84178,Barbara Martin,Kathleen Hoffman,6.3
84179,Wyatt Wedel,Salvador Galloway,61.1
84180,Alice Butler,Eric Portillo,1.7
84181,Janis Moree,Billy Mccarrel,3.9
84182,Paul Kirkland,Stephanie Mallette,8.8
84183,Paula Lagarde,Robert Jones,8.8
84184,Jacquelyn Bowers,William Mason,7.0
84185,Jimmy Lopez,Patricia Seals,77.9
84186,Morgan Rowland,Robert Araujo,2.7
84187,Scott Patterson,Brent Rowan,0.1
84188,Thomas Miller,Brandon Batiste,67.1
84189,Annie Ammons,George Kassin,10.2
84190,Albert Lemasters,Clyde Garmon,6.8
84191,Shaun Gonzalez,Vivian Hein,28.343
84192,Virginia Moss,Kathryn Macy,0.3
84193,James Lynch,David Shelpman,66.9
84194,Christopher Skidmore,Claude Cox,173.9
84195,Jesse Leonard,Ada Mervis,3.7
84196,Janis Moree,Nellie Mason,7.7
84197,Chelsea Randolph,Johnny Atwood,3.4
84198,Milagros Burroughs,Rolf Neale,7.2
84199,William Markley,Paula Cook,13.6
84200,Joseph Lopez,Dorothy Smith,764.1
84201,Raymond Lewis,Barbara Goetz,0.3
84202,Anastasia Proctor,Tammy Clement,8.5
84203,Noreen Robinson,Mark Jeffries,27.4
84204,Richard Boudreau,Adam Crum,9.5
84205,Diane Watts,Wyatt Wedel,0.5
84206,John Shotwell,Mike Peak,5.4
84207,Ann Howell,David Haage,4.9
84208,Alice Shay,Marcus Nolan,2.3
84209,Donald Ott,William Zook,1.8
84210,Alice Butler,Susan Tupper,1.8
84211,Anna Austin,Antonio Richardson,24.391
84212,Douglas Davis,Herman Rodriguez,2.1
84213,Henry Lawler,Sonia Snedegar,6.8
84214,Mario Haman,Daniel Nimox,3.6
84215,Richard Boudreau,Peter Comstock,305.0
84216,Donald Perkins,Stephen Jordan,8.1
84217,Keneth Banks,Scott Patterson,6.4
84218,Rosita Simpson,Robert Steier,2.6
84219,Clyde Garmon,Leroy Stovall,0.0
84220,David Allen,Maria Kirkpatrick,4.1
84221,Sherri Culpepper,Sandra Holbrook,9.4
84222,Candace Lee,Michelle Smith,2.8
84223,Robert Bull,Candace Lee,149.4
84224,Michelle Allen,Jose Blais,811.2
84225,Anna Gaub,Robert Madonia,8.1
84226,Allan Strain,Dianna Torry,1.2
84227,Henry Noah,Bernice Galvan,45.509
84228,Jacquelyn Bowers,Julia Roberts,5.0
84229,Robert Rich,Richard Fontaine,4.1
84230,Susan Gransberry,Joseph Lopez,3.9
84231,Jennie Whittenberg,Maurice Schoenthal,8.9
84232,Barbara Martin,Derek Fisher,0.2
84233,Mike Peak,Kathryn Warren,0.5
84234,Donna Lemelin,Ronald Jones,13.1
84235,Josephine Dodson,Willis Wilson,5.5
84236,Calvin Hough,Grace Mendez,7.6
84237,Nicole Stalling,Alex Ponce,1.7
84238,Christian Fannell,Paula Cook,1.3
84239,Justina Mclaine,Dalia Whitaker,13.716
84240,Tim Rodriguez,Sally Perry,7.0
84241,Ruby Gomez,Joann Fowlkes,0.2
84242,Emily Hermann,James Poindexter,1.1
84243,William Young,Barbara Martin,2.1
84244,Terry Smith,Eugene Dickerson,2.7
84245,Elizabeth Anderson,Dale Stradley,4.0
84246,Henry Kunz,Priscilla Gibson,0.7
84247,Mary Wilson,Darren Feliciano,0.3
84248,Barbara Mcmahan,Steve Blackford,1.5
84249,David Shelpman,Michael Pearce,836.5
84250,Peggy Dowlin,Stephanie Flowers,5.9
84251,Robin Shelton,Keith Krok,33.2
84252,Fredrick Escobar,Raymond Lewis,2.6
84253,Scott Patterson,William Rogers,0.1
84254,Eva Taylor,Charles Cody,9.2
84255,James Lynch,Michelle Kinch,6.7
84256,Sandra Mcneil,Kenneth Abreu,0.1
84257,Anna Gaub,Linda Enriquez,78.5
84258,Thomas Miller,Cristobal Harris,256.8
84259,Justin Hamilton,Edward Johnson,5.1
84260,Chelsea Randolph,Jackie Guthrie,336.1
84261,Candace Moreland,Laura Olson,40.9
84262,Theodore Lewin,Keli Opie,0.3
84263,Luis Whalen,Richelle Willis,0.6
84264,Teresa Erdmann,Grace Williams,59.470000000000006
84265,Samantha Hawes,Mario Hall,3.0
84266,Justin Hamilton,Dolly Rainey,8.1
84267,Marie Brown,Curtis Garrison,8.0
84268,Teresa Evans,Delana Adkins,185.2
84269,Grace Matuszewski,David Yang,0.1
84270,Robert Sporle,David Weisner,3.6
84271,Vi Seawright,David Cross,0.5
84272,Jorge Talbot,Chas Ochs,5.7
84273,Mary Wilson,Robin Shelton,8.0
84274,Jeffrey Mosley,Roxy Burdock,4.0
84275,Ron Mckinney,Sarah Sanchez,0.1
84276,Kendall Hall,Irving Bennett,51.496
84277,Amanda Harr,Jess Collins,0.1
84278,Edward Schaffer,Annie Quick,3.4
84279,Teri Homer,Mary Martin,3.0
84280,Ernestine Welsh,Sherri Culpepper,0.1
84281,Keith Jones,Victor Francis,8.9
84282,Isaac Helmes,Suzette Marston,14.0
84283,Joseph Hedgepeth,Dalia Whitaker,4.3
84284,Michael Elkin,Jeffery Turner,20.8
84285,Donna Edwards,Marilyn Larkin,2.1
84286,Bruce Green,Jennifer Sharp,0.6
84287,Anthony Barajas,Lorenzo Castillo,8.0
84288,Gracie Johnson,Rachel Mula,4.2
84289,Virginia Earvin,Glenn Ross,4.1
84290,Fredrick Escobar,Carlos Harting,2.8
84291,Douglas Davis,Joseph Alfaro,0.3
84292,David Cross,Thomas Miller,1.2
84293,Joseph Tyler,Mary Lebeau,5.6
84294,Suzanne Hines,Joseph Richardson,96.6
84295,Kurt Vagliardo,Peggy Dowlin,2.4
84296,Quintin Fields,Ron Mckinney,9.3
84297,Joan Bailey,Darnell Brown,8.7
84298,Emilia Price,Eleanor Martinez,6.7
84299,Sally Oneill,Aurelio Schmidt,6.0
84300,Richelle Willis,Claudia Gratz,7.2
84301,Luis Whalen,Rosa Hines,17.2
84302,Larry Sharp,Sharon Greene,4.5
84303,Marilyn Timlin,Sarah Sanchez,9.0
84304,Jane Billiot,Susan Gilmore,8.5
84305,William Strefeler,David Kelley,0.1
84306,Elizabeth Brown,Amber Buchanan,1.1
84307,Sharlene Phelan,James Poindexter,6.6
84308,Alex Ponce,Juan Mckenna,12.5
84309,Isaac Helmes,Eugene Dickerson,0.6
84310,Elizabeth Langer,Susan Tupper,6.7
84311,Jennifer Caldon,Arthur Brown,5.3
84312,Steven Cassem,Jane Liriano,3.2
84313,Sally Perry,William Bates,5.6
84314,Tina Reinke,Richard Fontaine,9.8
84315,Dixie Wilson,Tressa Conde,3.4
84316,Freeman Ahmed,Alexander Flynn,11.757
84317,Sharon Greene,Elizabeth Anderson,857.3
84318,Cassandra Fuhrman,Margaret Matsuda,9.0
84319,Paul Kirkland,Gracie Johnson,1.0
84320,Samantha Hawes,Harry Sutton,6.9
84321,Billy West,Robert Jarvis,0.2
84322,Rene Collins,Amanda Harr,262.1
84323,Cynthia Hollomon,Alvin Runk,53.226
84324,Cindy Mooney,John Anderson,2.8
84325,Michelle Kinch,Charles Rousseau,0.4
84326,Daniel Sanders,Dorthy Kirtner,141.7
84327,Rebecca Johnson,Madeline Green,3.9
84328,Fredric Barnes,Patricia Long,0.5
84329,David Brochu,Billy West,32.2
84330,Diane Watts,Christopher Hyatt,25.836000000000002
84331,George Grant,Lara Ziego,6.9
84332,Aaron Massman,Paul Jefferson,4.5
84333,Wyatt Wedel,Elizabeth Brown,6.1
84334,Nick Leiva,Ian Shiver,1.5
84335,Curtis Garrison,Billy Bozell,4.2
84336,Michael Emory,Ann Mcbride,6.2
84337,Joel Turner,Keith Krok,1.2
84338,Billy Tyler,Elizabeth Mcguffee,0.1
84339,Amy Salvador,Casandra Queen,3.3
84340,Julie Reinking,Larry Minyard,6.5
84341,Jess Collins,William Strefeler,0.3
84342,Jerome Whyms,Homer Peters,7.7
84343,Susan Perez,Michael Navarro,1.9
84344,Oscar Smith,Mike Jamison,0.1
84345,Pearl Metzger,Amos Haak,30.4
84346,Mary Thompson,Daniel Bivins,5.5
84347,Keneth Banks,Amanda Levings,3.4
84348,John Shotwell,Patrick Gist,5.5
84349,Keith Krok,Rebecca Heminger,0.8
84350,Rebecca Johnson,Pauline Winstead,2.6
84351,Reginald Whitrock,Maria Reny,8.6
84352,Evelyn Vargas,Bennie Diaz,5.4
84353,Jeffery Turner,Octavia Suarez,1.8
84354,Jackie Guthrie,Angela Campbell,6.5
84355,Adam Samaroo,Milton Carrillo,120.7
84356,April Murry,Lisa Weaver,6.4
84357,Betty Tawwater,Billy West,198.0
84358,Kathleen Carter,Bertha Samuelson,7.7
84359,Peggy Duffy,Grace Jones,27.6
84360,Delana Adkins,Priscilla Gibson,7.4
84361,Walter Cathey,Andrea Hernandez,3.8
84362,Mark Deubner,Willis Wilson,6.2
84363,Michele Cannon,Frederick Pease,3.9
84364,Gloria Mcgowan,Nick Csaszar,6.2
84365,Dolores Roy,Thomas Miller,5.5
84366,Jamie Reinwald,Vivian Hein,8.0
84367,Jill Bogar,Barbara Aguilar,0.3
84368,Thomas Marlatt,Angelica Patterson,4.3
84369,Scott Arredondo,Faye Obrien,4.6
84370,David Yang,Lucy Bromley,18.9
84371,Janeth Rodriguez,Rita Thornton,3.5
84372,Adrian Evans,John Marquez,26.3
84373,Alicia Martin,Johnathon Block,5.7
84374,Linda Scruggs,Gayle Devine,2.2
84375,Candace Lee,Fredrick Escobar,438.6
84376,Debra Blank,Kitty Cleek,0.2
84377,Jose Butler,Jeffrey Taylor,0.1
84378,Bertha Samuelson,Christopher Lindsey,65.0
84379,Sharon Koerner,David Johnston,129.7
84380,Thomas Miller,Tina Sheridan,6.1
84381,Susan Perez,Michael Emory,3.3
84382,William Young,Michael Elkin,3.2
84383,Melinda Scott,Lucy Jeffcoat,118.5
84384,Billy Bozell,James Suiter,5.8
84385,Nancy Longoria,Candace Moreland,4.2
84386,Emmett Anderson,Grace Mendez,1.3
84387,Kathleen Carter,Delpha Stanley,0.3
84388,Wanda Jones,Amy Dixon,1.2
84389,Ronald Herriman,James Schwab,1.6
84390,Rebecca Trogdon,James Bailey,0.1
84391,Ronda Pollitt,Dorthy Kirtner,10.1
84392,Michael Cross,James Roling,1.4
84393,Tara Hudson,Michael Edwards,5.9
84394,Michael Pearce,Margaret Rossi,0.4
84395,Willis Alger,Royal Lyall,110.0
84396,Margaret Rossi,Bertha Mcgrew,332.2
84397,Willie Rappa,Emily Hermann,599.4
84398,Irma Copeland,Gary Rosales,21.0
84399,William Zook,Betty Tawwater,25.3
84400,Michael Peterson,Ed Saenz,7.2
84401,Elizabeth Anderson,Emmett Greathouse,21.8
84402,Thelma Ervin,Joseph Flint,45.3
84403,Ahmad Stickney,Joel Meadows,0.4
84404,Richard Oliver,Frederick Pease,6.5
84405,Ryan Schroeder,Kevin Dotter,633.3
84406,Alex Ponce,Michele Cannon,1.0
84407,Jeffrey Taylor,Anthony Dube,2.7
84408,Suzanne Hines,Michelle Kinch,70.8
84409,Thelma Ervin,Bertha Mcgrew,0.7
84410,Michael Jones,Colene Edelman,37.8
84411,Kendall Hall,Robert Araujo,1.0
84412,Linda Enriquez,Cindy Mooney,0.2
84413,Kathleen Hoffman,Gloria Coburn,2.0
84414,Allen Wyse,Connie Gibson,0.5
84415,Julia Roberts,Irving Bennett,9.8
84416,Patricia Huey,Dorothy Smith,0.6
84417,Mimi Filion,Alexander Huff,3.8
84418,David Weisner,Petra Ingram,31.160000000000004
84419,Walter Elkins,Lorenzo Castillo,5.0
84420,Jaime Becerra,Jerry Atwell,68.37
84421,Jerome Tarbutton,Sally Perry,0.1
84422,Bertha Mcgrew,Jill Ferguson,1.6
84423,Jimmy Lopez,Donna Goodwin,4.6
84424,Grace Williams,Milton Carrillo,9.6
84425,William Grant,Lena Patterson,0.1
84426,Eric Reece,Lena Patterson,16.3
84427,Jeremy Gomez,Jose Butler,0.2
84428,Susana Abney,Salvador Galloway,0.2
84429,Grace Mendez,Allison Washington,0.2
84430,Mike Peak,Debra Hulbert,9.2
84431,Maria Mitchell,Seth Bruni,8.8
84432,Robert Whetstine,Eric Portillo,17.988
84433,Tammy Clement,Alisa Harbach,0.7
84434,Joan Kelly,Blaine Thomas,0.1
84435,Allen Lucero,Mack Clawson,1.5
84436,Adrian Evans,Rebecca Trogdon,0.9
84437,James Harris,Doris Dickey,31.6
84438,Robert Long,Connie Gibson,9.7
84439,Randy Layne,Anastasia Proctor,5.6
84440,Odelia Dent,Mabel Ray,626.7
84441,David Haage,Stacey Mcdonald,9.1
84442,Richard Fontaine,Julia Segura,16.5
84443,Doris Dickey,Connie Gibson,20.6
84444,Richard Fontaine,Peter Comstock,0.4
84445,Angela Campbell,Peter Castillo,1.2
84446,Maria Martinez,Joel Turner,3.9
84447,Elaine Taylor,Stephen Gary,1.7
84448,Mark Bucher,Nicole Chisum,0.4
84449,Elizabeth Morris,Daniel Nimox,8.3
84450,Michelle Kinch,Dianna Torry,2.3
84451,Phyllis Walter,David Khan,297.6
84452,David Finder,Mary Martin,135.2
84453,Belinda Jones,Bernice Davis,4.0
84454,Elaine Caple,Ramona Hansen,11.939
84455,Marshall Canpos,Mable Gooch,459.6
84456,Juan Mckenna,Richard Fontaine,6.0
84457,David Yang,Charles Rousseau,0.2
84458,Richard Boudreau,Raymond Lewis,8.8
84459,Marguerite Roe,Mary Wilson,84.2
84460,Patrick Gist,John Marquez,6.7
84461,Allison Washington,Dennis Anderson,677.4
84462,William Strefeler,Anthony Barajas,34.835
84463,Jerry Upchurch,Paula Cook,1.2
84464,Todd Yocum,Samantha Slade,174.1
84465,Joseph Flint,Beverly Beebe,866.4
84466,James Sherrod,Joseph Green,0.1
84467,Karen Peterson,Candace Lee,4.9
84468,Gracie Johnson,Gary Weston,60.6
84469,Martha Robles,Tina Muncie,0.1
84470,David Allen,Linda Backey,7.3
84471,Joseph Hood,Sandra Martin,0.3
84472,Kimberly Stone,Debbie Blanchard,2.8
84473,Larry Greenblatt,Richard Linton,1.6
84474,Mary Lebeau,Diane Hilliard,1.5
84475,Tatiana Broyles,Jonathan Mccombs,4.3
84476,Shawn Harper,Sandra Maas,5.0
84477,Allan Strain,Donna Lemelin,1.6
84478,Larry Greenblatt,Walter Cathey,163.2
84479,Edna Martin,Royal Manciel,554.2
84480,Mary Martin,Donald Darley,7.8
84481,Eric Chou,Oscar Smith,76.4
84482,Vicki Dawkins,Michael Jones,5.9
84483,Rolf Neale,Michele Cannon,0.1
84484,Dominic Coleman,Sarah Boucher,3.3
84485,Alvin Runk,Richard Preslipsky,0.6
84486,Marina Burger,Janet Henry,1.2
84487,Michael Patrick,Mack Clawson,4.0
84488,Patrick Toupin,Marilyn Larkin,12.9
84489,Michael Cross,Janine Condon,3.0
84490,Susan Walker,Amos Haak,27.0
84491,Alex Ponce,Gretta Rios,7.0
84492,James Finley,Tatiana Patterson,13.2
84493,Roger Marshall,Tina Muncie,162.3
84494,Douglas Robinson,Anna Hall,0.4
84495,Robin Shelton,Robin Shelton,7.9
84496,Doris Dickey,Henry Kunz,87.2
84497,Jesus Klein,Lonnie Conley,0.3
84498,David Lejeune,Tracy Gagnon,4.6
84499,Shannon Cox,Milagros Burroughs,2.9
